CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,Cluster,Cluster_Label
13791,127,2,1400.0,2,2,4,8,224,Pasif Müşteriler,0,Altın Müşteri
13792,66,2,195.55,3,2,1,6,321,Pasif Müşteriler,0,Altın Müşteri
13798,1,57,35253.07,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
13799,116,2,688.86,2,2,3,7,223,Pasif Müşteriler,0,Altın Müşteri
13800,309,1,556.42,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
13801,66,1,324.8,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
13802,138,3,4382.62,2,3,5,10,235,Risk Altındakiler,1,Platin Müşteri
13803,255,1,277.07,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
13804,30,7,2584.49,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
13805,52,2,804.2,3,2,3,8,323,Potansiyel Sadıklar,0,Altın Müşteri
13806,63,1,256.38,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
13807,367,1,112.6,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
13808,5,5,1717.76,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
13809,305,1,140.3,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
13810,28,3,890.81,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
13811,183,3,594.75,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
13812,42,3,530.0,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
13813,39,4,1333.86,3,4,4,11,344,Sadık Müşteriler,1,Platin Müşteri
13814,92,2,1567.42,2,2,4,8,224,Pasif Müşteriler,0,Altın Müşteri
13815,22,4,3872.28,4,4,5,13,445,Şampiyonlar,1,Platin Müşteri
13816,23,2,534.72,4,2,3,9,423,Yeni Müşteriler,0,Altın Müşteri
13817,29,2,373.98,4,2,2,8,422,Yeni Müşteriler,0,Altın Müşteri
13819,301,3,1140.35,1,3,4,8,134,Risk Altındakiler,2,Gümüş Müşteri
13821,144,2,385.64,2,2,2,6,222,Pasif Müşteriler,0,Altın Müşteri
13822,5,2,627.05,5,2,3,10,523,Yeni Müşteriler,0,Altın Müşteri
13823,18,2,957.66,4,2,4,10,424,Yeni Müşteriler,0,Altın Müşteri
13824,32,5,1698.94,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
13826,176,1,189.5,2,1,1,4,211,Pasif Müşteriler,2,Gümüş Müşteri
13827,57,3,405.9,3,3,2,8,332,Potansiyel Sadıklar,0,Altın Müşteri
13828,22,1,209.49,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
13831,16,6,2178.05,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
13832,19,1,52.2,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
13833,159,1,383.85,2,1,2,5,212,Pasif Müşteriler,2,Gümüş Müşteri
13835,25,4,832.62,4,4,3,11,443,Sadık Müşteriler,0,Altın Müşteri
13837,211,2,266.59,1,2,2,5,122,Kayıp Müşteriler,2,Gümüş Müşteri
13838,5,4,651.08,5,4,3,12,543,Sadık Müşteriler,0,Altın Müşteri
13841,252,1,85.0,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
13842,58,9,3363.07,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
13844,11,1,361.62,5,1,2,8,512,Yeni Müşteriler,0,Altın Müşteri
13845,64,1,312.98,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
13846,24,3,863.41,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
13848,92,3,250.2,2,3,2,7,232,Pasif Müşteriler,0,Altın Müşteri
13849,51,2,1537.95,3,2,4,9,324,Potansiyel Sadıklar,0,Altın Müşteri
13850,129,1,1595.48,2,1,4,7,214,Pasif Müşteriler,0,Altın Müşteri
13851,95,3,1985.46,2,3,5,10,235,Risk Altındakiler,1,Platin Müşteri
13853,57,1,1090.14,3,1,4,8,314,Pasif Müşteriler,0,Altın Müşteri
13854,8,25,8109.52,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
13856,168,3,372.9,2,3,2,7,232,Pasif Müşteriler,2,Gümüş Müşteri
13858,57,1,216.17,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
13859,326,1,188.56,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
13860,1,5,1245.9,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
13862,18,8,2209.36,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
13863,247,1,305.78,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
13865,58,4,501.56,3,4,3,10,343,Sadık Müşteriler,0,Altın Müşteri
13866,74,1,145.67,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
13867,31,3,973.29,4,3,4,11,434,Sadık Müşteriler,0,Altın Müşteri
13868,7,2,722.34,5,2,3,10,523,Yeni Müşteriler,0,Altın Müşteri
13869,123,4,3065.38,2,4,5,11,245,Risk Altındakiler,1,Platin Müşteri
13870,2,8,2767.04,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
13871,22,13,6403.25,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
13873,119,3,389.6,2,3,2,7,232,Pasif Müşteriler,0,Altın Müşteri
13874,358,1,436.7,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
13875,53,5,1786.79,3,4,4,11,344,Sadık Müşteriler,1,Platin Müşteri
13876,63,1,122.7,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
13877,86,1,117.24,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
13878,54,1,1267.67,3,1,4,8,314,Pasif Müşteriler,0,Altın Müşteri
13880,21,13,3215.87,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
13881,3,20,15281.68,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
13882,2,5,1156.28,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
13883,10,5,2670.58,5,4,5,14,545,Şampiyonlar,1,Platin Müşteri
13884,7,5,786.15,5,4,3,12,543,Sadık Müşteriler,1,Platin Müşteri
13885,189,2,506.8,1,2,3,6,123,Pasif Müşteriler,2,Gümüş Müşteri
13886,71,1,243.56,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
13887,204,1,349.55,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
13888,119,2,595.67,2,2,3,7,223,Pasif Müşteriler,0,Altın Müşteri
13889,92,1,416.9,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
13890,1,10,1883.81,5,5,4,14,554,Şampiyonlar,1,Platin Müşteri
13892,26,4,552.93,4,4,3,11,443,Sadık Müşteriler,0,Altın Müşteri
13893,297,1,821.1,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
13894,23,3,488.3,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
13895,28,4,2593.07,4,4,5,13,445,Şampiyonlar,1,Platin Müşteri
13897,50,1,311.16,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
13898,325,1,155.93,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
13899,16,2,388.52,4,2,2,8,422,Yeni Müşteriler,0,Altın Müşteri
13900,183,3,740.95,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
13901,72,5,2807.35,2,4,5,11,245,Risk Altındakiler,1,Platin Müşteri
13904,37,2,332.64,3,2,2,7,322,Potansiyel Sadıklar,0,Altın Müşteri
13908,79,4,2334.55,2,4,5,11,245,Risk Altındakiler,1,Platin Müşteri
13911,57,9,2504.11,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
13914,11,2,626.45,5,2,3,10,523,Yeni Müşteriler,0,Altın Müşteri
13917,49,2,272.04,3,2,2,7,322,Potansiyel Sadıklar,0,Altın Müşteri
13918,49,2,1024.44,3,2,4,9,324,Potansiyel Sadıklar,0,Altın Müşteri
13919,59,2,376.86,3,2,2,7,322,Potansiyel Sadıklar,0,Altın Müşteri
13922,351,1,172.25,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
13923,53,1,351.13,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
13924,1,6,1834.95,5,5,4,14,554,Şampiyonlar,1,Platin Müşteri
13925,92,4,668.5,2,4,3,9,243,Risk Altındakiler,0,Altın Müşteri
13926,23,1,198.9,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
13927,74,1,348.99,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
13928,10,4,464.57,5,4,3,12,543,Sadık Müşteriler,0,Altın Müşteri
13929,169,2,842.65,2,2,3,7,223,Pasif Müşteriler,0,Altın Müşteri
13930,57,2,337.34,3,2,2,7,322,Potansiyel Sadıklar,0,Altın Müşteri
13931,95,2,1237.53,2,2,4,8,224,Pasif Müşteriler,0,Altın Müşteri
13932,294,1,307.4,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
13933,109,2,608.79,2,2,3,7,223,Pasif Müşteriler,0,Altın Müşteri
13934,263,1,922.1,1,1,4,6,114,Pasif Müşteriler,2,Gümüş Müşteri
13936,179,1,376.58,2,1,2,5,212,Pasif Müşteriler,2,Gümüş Müşteri
13937,169,1,158.85,2,1,1,4,211,Pasif Müşteriler,2,Gümüş Müşteri
13938,35,1,71.66,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
13939,23,3,568.55,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
13940,17,4,839.14,4,4,3,11,443,Sadık Müşteriler,0,Altın Müşteri
13941,21,5,4831.48,4,4,5,13,445,Şampiyonlar,1,Platin Müşteri
13946,79,3,546.45,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
13947,65,1,90.6,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
13948,360,1,102.0,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
13949,2,6,2427.32,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
13950,11,4,733.36,5,4,3,12,543,Sadık Müşteriler,0,Altın Müşteri
13951,176,3,674.45,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
13952,217,2,3247.17,1,2,5,8,125,Pasif Müşteriler,2,Gümüş Müşteri
13953,7,7,1315.68,5,5,4,14,554,Şampiyonlar,1,Platin Müşteri
13954,1,2,430.22,5,3,2,10,532,Potansiyel Sadıklar,0,Altın Müşteri
13955,154,2,322.96,2,3,2,7,232,Pasif Müşteriler,0,Altın Müşteri
13956,5,5,958.52,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
13959,79,3,583.44,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
13960,21,2,230.22,4,3,1,8,431,Pasif Müşteriler,0,Altın Müşteri
13962,21,2,162.6,4,3,1,8,431,Pasif Müşteriler,0,Altın Müşteri
13963,308,4,664.54,1,4,3,8,143,Risk Altındakiler,2,Gümüş Müşteri
13967,145,1,80.7,2,1,1,4,211,Pasif Müşteriler,2,Gümüş Müşteri
13969,7,18,8741.42,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
13971,18,8,2758.26,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
13972,70,2,190.25,3,3,1,7,331,Pasif Müşteriler,0,Altın Müşteri
13973,287,1,264.7,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
13974,49,1,413.59,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
13975,31,6,2394.16,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
13976,206,1,357.98,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
13978,14,2,196.79,4,3,1,8,431,Pasif Müşteriler,0,Altın Müşteri
13979,73,1,869.87,2,1,3,6,213,Pasif Müşteriler,0,Altın Müşteri
13980,60,1,200.14,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
13982,39,4,1864.26,3,4,4,11,344,Sadık Müşteriler,1,Platin Müşteri
13983,29,12,1809.53,4,5,4,13,454,Şampiyonlar,1,Platin Müşteri
13984,26,5,615.23,4,4,3,11,443,Sadık Müşteriler,0,Altın Müşteri
13985,4,15,7058.23,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
13986,17,1,263.34,4,1,2,7,412,Yeni Müşteriler,0,Altın Müşteri
13988,19,6,4096.06,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
13989,65,2,1215.92,3,3,4,10,334,Sadık Müşteriler,0,Altın Müşteri
13990,213,1,311.3,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
13991,12,6,846.09,5,5,3,13,553,Sadık Müşteriler,1,Platin Müşteri
13992,30,1,76.8,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
13993,42,9,3382.66,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
13994,3,6,2249.49,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
13995,15,5,1393.69,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
13999,10,12,3901.81,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14000,211,1,613.1,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
14001,45,3,2043.08,3,3,5,11,335,Sadık Müşteriler,1,Platin Müşteri
14002,134,2,527.78,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
14004,43,7,4582.64,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
14005,9,5,2824.32,5,4,5,14,545,Şampiyonlar,1,Platin Müşteri
14006,115,3,961.24,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
14009,198,2,695.61,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
14012,277,1,328.8,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
14013,110,3,473.02,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
14014,77,1,505.18,2,1,3,6,213,Pasif Müşteriler,0,Altın Müşteri
14015,52,1,917.34,3,1,4,8,314,Pasif Müşteriler,0,Altın Müşteri
14016,161,4,4256.21,2,4,5,11,245,Risk Altındakiler,1,Platin Müşteri
14019,46,3,1412.97,3,3,4,10,334,Sadık Müşteriler,0,Altın Müşteri
14020,16,2,642.8,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
14021,155,3,631.9,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
14022,225,1,440.0,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
14023,7,2,584.07,5,3,3,11,533,Sadık Müşteriler,0,Altın Müşteri
14024,121,2,327.7,2,3,2,7,232,Pasif Müşteriler,0,Altın Müşteri
14027,60,1,104.82,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
14029,63,2,467.66,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
14030,18,8,1926.24,4,5,4,13,454,Şampiyonlar,1,Platin Müşteri
14031,7,19,15674.78,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14032,2,11,2975.59,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14034,22,3,619.01,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
14035,28,5,1419.32,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
14036,284,1,626.65,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
14037,176,2,147.2,2,3,1,6,231,Pasif Müşteriler,2,Gümüş Müşteri
14038,78,3,1560.38,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
14039,33,1,152.2,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
14040,40,12,3492.07,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
14041,266,1,141.41,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14044,26,4,611.47,4,4,3,11,443,Sadık Müşteriler,0,Altın Müşteri
14045,109,4,1594.8,2,4,4,10,244,Risk Altındakiler,1,Platin Müşteri
14046,284,1,154.99,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14047,8,5,1308.61,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
14048,305,1,404.88,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
14049,16,4,5481.27,4,4,5,13,445,Şampiyonlar,1,Platin Müşteri
14050,31,2,746.36,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
14051,0,23,15574.99,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14052,19,1,225.36,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
14053,124,2,247.75,2,3,2,7,232,Pasif Müşteriler,0,Altın Müşteri
14054,65,1,92.46,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
14055,106,1,725.64,2,1,3,6,213,Pasif Müşteriler,0,Altın Müşteri
14056,1,23,8043.75,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14057,23,17,6039.82,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
14059,266,1,183.6,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14060,4,19,6099.62,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14062,9,12,10264.45,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14064,29,5,1036.17,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
14066,266,1,152.55,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14067,63,2,370.75,3,3,2,8,332,Potansiyel Sadıklar,0,Altın Müşteri
14068,320,1,250.45,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
14071,3,8,1431.3,5,5,4,14,554,Şampiyonlar,1,Platin Müşteri
14073,32,1,151.04,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
14075,4,3,942.26,5,3,4,12,534,Sadık Müşteriler,0,Altın Müşteri
14076,129,1,112.97,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
14077,40,5,499.42,3,4,3,10,343,Sadık Müşteriler,0,Altın Müşteri
14078,101,6,1049.37,2,5,4,11,254,Risk Altındakiler,1,Platin Müşteri
14079,124,1,373.2,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
14080,32,1,45.6,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
14081,302,2,897.27,1,3,4,8,134,Risk Altındakiler,2,Gümüş Müşteri
14082,364,1,176.4,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14083,4,9,1000.95,5,5,4,14,554,Şampiyonlar,1,Platin Müşteri
14085,2,18,4392.18,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14087,2,1,173.8,5,1,1,7,511,Yeni Müşteriler,0,Altın Müşteri
14088,10,13,49833.61,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14089,56,1,158.75,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
14090,324,1,76.32,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14092,7,14,4076.91,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14093,12,1,424.45,5,1,2,8,512,Yeni Müşteriler,0,Altın Müşteri
14096,4,17,52445.73,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14098,36,1,147.35,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
14099,16,11,3102.22,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
14100,137,1,190.05,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
14101,73,6,4474.79,2,5,5,12,255,Risk Altındakiler,1,Platin Müşteri
14102,5,5,1058.48,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
14104,154,2,137.36,2,3,1,6,231,Pasif Müşteriler,2,Gümüş Müşteri
14105,239,1,1266.23,1,1,4,6,114,Pasif Müşteriler,2,Gümüş Müşteri
14107,51,7,2703.23,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
14108,30,2,596.26,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
14109,72,1,144.2,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
14110,3,12,5683.15,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14111,14,4,679.65,4,4,3,11,443,Sadık Müşteriler,0,Altın Müşteri
14112,22,7,2915.15,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
14113,3,4,1840.42,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
14114,273,2,374.83,1,3,2,6,132,Pasif Müşteriler,2,Gümüş Müşteri
14116,19,5,1382.74,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
14117,143,1,90.0,2,1,1,4,211,Pasif Müşteriler,2,Gümüş Müşteri
14121,3,4,2758.5,5,4,5,14,545,Şampiyonlar,1,Platin Müşteri
14124,84,1,157.68,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
14125,10,3,2706.73,5,3,5,13,535,Sadık Müşteriler,1,Platin Müşteri
14126,7,3,528.05,5,3,3,11,533,Sadık Müşteriler,0,Altın Müşteri
14127,122,3,709.71,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
14128,60,2,637.5,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
14129,1,5,1123.86,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
14130,319,1,480.91,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
14132,2,11,3586.03,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14133,129,3,584.69,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
14135,1,15,4547.91,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14138,1,2,965.88,5,3,4,12,534,Sadık Müşteriler,0,Altın Müşteri
14139,46,1,415.82,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
14140,3,2,935.05,5,3,4,12,534,Sadık Müşteriler,0,Altın Müşteri
14141,2,4,915.13,5,4,4,13,544,Şampiyonlar,0,Altın Müşteri
14142,373,1,311.81,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
14143,133,1,115.8,2,1,1,4,211,Pasif Müşteriler,2,Gümüş Müşteri
14145,46,4,3742.2,3,4,5,12,345,Sadık Müşteriler,1,Platin Müşteri
14146,8,5,4179.3,5,4,5,14,545,Şampiyonlar,1,Platin Müşteri
14147,78,2,483.4,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
14148,233,1,157.2,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14149,220,1,446.62,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
14150,35,2,658.64,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
14152,75,2,621.29,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
14154,239,2,1165.62,1,3,4,8,134,Risk Altındakiler,2,Gümüş Müşteri
14155,266,1,118.75,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14156,9,55,98124.44,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14157,19,2,421.64,4,3,2,9,432,Potansiyel Sadıklar,0,Altın Müşteri
14158,40,1,507.66,3,1,3,7,313,Pasif Müşteriler,0,Altın Müşteri
14159,19,11,4506.78,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
14161,215,3,1077.04,1,3,4,8,134,Risk Altındakiler,2,Gümüş Müşteri
14162,173,2,289.36,2,3,2,7,232,Pasif Müşteriler,2,Gümüş Müşteri
14163,87,4,2374.11,2,4,5,11,245,Risk Altındakiler,1,Platin Müşteri
14164,70,2,1488.57,3,3,4,10,334,Sadık Müşteriler,0,Altın Müşteri
14165,275,1,117.89,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14167,39,4,541.34,3,4,3,10,343,Sadık Müşteriler,0,Altın Müşteri
14171,98,1,362.13,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
14173,10,4,448.89,5,4,2,11,542,Potansiyel Sadıklar,0,Altın Müşteri
14174,33,1,134.46,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
14175,59,3,3204.75,3,3,5,11,335,Sadık Müşteriler,1,Platin Müşteri
14176,297,4,576.9,1,4,3,8,143,Risk Altındakiler,2,Gümüş Müşteri
14177,86,4,549.46,2,4,3,9,243,Risk Altındakiler,0,Altın Müşteri
14178,8,7,1585.33,5,5,4,14,554,Şampiyonlar,1,Platin Müşteri
14179,40,2,624.02,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
14180,10,25,4530.67,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14184,66,1,452.89,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
14185,331,1,47.65,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14188,30,6,2054.36,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
14189,2,15,4651.2,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14191,1,13,4684.76,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14193,67,2,853.39,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
14194,4,21,11321.37,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14195,201,2,597.2,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
14196,106,1,335.52,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
14198,18,4,696.45,4,4,3,11,443,Sadık Müşteriler,0,Altın Müşteri
14199,218,1,185.4,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
14201,60,7,747.44,3,5,3,11,353,Sadık Müşteriler,1,Platin Müşteri
14204,2,1,142.27,5,1,1,7,511,Yeni Müşteriler,0,Altın Müşteri
14205,16,2,466.7,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
14206,239,1,328.16,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
14208,94,1,151.74,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
14209,10,6,2063.53,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14210,105,6,1905.84,2,5,4,11,254,Risk Altındakiler,1,Platin Müşteri
14211,53,9,2241.1,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
14212,89,1,938.0,2,1,4,7,214,Pasif Müşteriler,0,Altın Müşteri
14214,30,5,1000.48,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
14215,11,6,1789.72,5,5,4,14,554,Şampiyonlar,1,Platin Müşteri
14216,3,4,1829.3,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
14217,1,17,1999.08,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
14218,42,1,169.48,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
14219,4,1,89.94,5,1,1,7,511,Yeni Müşteriler,0,Altın Müşteri
14220,247,2,632.4,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
14221,42,9,3414.3,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
14222,177,1,683.17,2,1,3,6,213,Pasif Müşteriler,2,Gümüş Müşteri
14223,92,3,991.13,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
14224,110,4,988.63,2,4,4,10,244,Risk Altındakiler,0,Altın Müşteri
14226,28,5,2127.33,4,4,5,13,445,Şampiyonlar,1,Platin Müşteri
14227,26,10,3350.96,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
14229,51,3,1547.2,3,3,4,10,334,Sadık Müşteriler,0,Altın Müşteri
14231,183,3,875.81,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
14232,42,5,2048.07,3,4,5,12,345,Sadık Müşteriler,1,Platin Müşteri
