CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment
13823,18,2,957.66,4,2,4,10,424,Yeni Müşteriler
13824,32,5,1698.94,4,4,4,12,444,Şampiyonlar
13826,176,1,189.5,2,1,1,4,211,Pasif Müşteriler
13827,57,3,405.8,3,3,2,8,332,Potansiyel Sadıklar
13828,22,1,209.49,4,1,1,6,411,Yeni Müşteriler
13831,16,6,2178.05,4,5,5,14,455,Şampiyonlar
13832,19,1,52.2,4,1,1,6,411,Yeni Müşteriler
13833,159,1,383.85,2,1,2,5,212,Pasif Müşteriler
13835,25,4,832.57,4,4,3,11,443,Sadık Müşteriler
13837,211,2,266.59,1,2,2,5,122,Kayıp Müşteriler
13838,5,4,651.08,5,4,3,12,543,Sadık Müşteriler
13841,252,1,85.0,1,1,1,3,111,Kayıp Müşteriler
13842,58,9,3362.62,3,5,5,13,355,Sadık Müşteriler
13844,11,1,361.62,5,1,2,8,512,Yeni Müşteriler
13845,64,1,312.98,3,1,2,6,312,Pasif Müşteriler
13846,24,3,863.36,4,3,3,10,433,Sadık Müşteriler
13848,92,3,250.2,2,3,2,7,232,Pasif Müşteriler
13849,51,2,1537.95,3,2,4,9,324,Potansiyel Sadıklar
13850,129,1,1595.48,2,1,4,7,214,Pasif Müşteriler
13851,95,3,1985.46,2,3,5,10,235,Risk Altındakiler
13853,57,1,1090.14,3,1,4,8,314,Pasif Müşteriler
13854,8,25,8109.52,5,5,5,15,555,Şampiyonlar
13856,168,3,372.9,2,3,2,7,232,Pasif Müşteriler
13858,57,1,216.17,3,1,1,5,311,Pasif Müşteriler
13859,326,1,188.56,1,1,1,3,111,Kayıp Müşteriler
13860,1,5,1245.9,5,4,4,13,544,Şampiyonlar
13862,18,8,2209.36,4,5,5,14,455,Şampiyonlar
13863,247,1,305.78,1,1,2,4,112,Kayıp Müşteriler
13865,58,4,501.56,3,4,3,10,343,Sadık Müşteriler
13866,74,1,145.67,2,1,1,4,211,Pasif Müşteriler
13867,31,3,973.29,4,3,4,11,434,Sadık Müşteriler
13868,7,2,722.34,5,2,3,10,523,Yeni Müşteriler
13869,123,4,3065.38,2,4,5,11,245,Risk Altındakiler
13870,2,8,2766.94,5,5,5,15,555,Şampiyonlar
13871,22,13,6403.25,4,5,5,14,455,Şampiyonlar
13873,119,3,389.6,2,3,2,7,232,Pasif Müşteriler
13874,358,1,436.45,1,1,2,4,112,Kayıp Müşteriler
13875,53,5,1786.79,3,4,4,11,344,Sadık Müşteriler
13876,63,1,122.7,3,1,1,5,311,Pasif Müşteriler
13877,86,1,117.24,2,1,1,4,211,Pasif Müşteriler
13878,54,1,1267.57,3,1,4,8,314,Pasif Müşteriler
13880,21,13,3215.77,4,5,5,14,455,Şampiyonlar
13881,3,20,15281.68,5,5,5,15,555,Şampiyonlar
13882,2,5,1156.03,5,4,4,13,544,Şampiyonlar
13883,10,5,2670.48,5,4,5,14,545,Şampiyonlar
13884,7,5,786.15,5,4,3,12,543,Sadık Müşteriler
13885,189,2,506.8,1,2,3,6,123,Pasif Müşteriler
13886,71,1,243.56,3,1,2,6,312,Pasif Müşteriler
13887,204,1,349.55,1,1,2,4,112,Kayıp Müşteriler
13888,119,2,595.67,2,2,3,7,223,Pasif Müşteriler
13889,92,1,416.9,2,1,2,5,212,Pasif Müşteriler
13890,1,10,1883.81,5,5,4,14,554,Şampiyonlar
13892,26,4,552.93,4,4,3,11,443,Sadık Müşteriler
13893,297,1,821.1,1,1,3,5,113,Pasif Müşteriler
13894,23,3,488.3,4,3,3,10,433,Sadık Müşteriler
13895,28,4,2593.07,4,4,5,13,445,Şampiyonlar
13897,50,1,311.16,3,1,2,6,312,Pasif Müşteriler
13898,325,1,155.93,1,1,1,3,111,Kayıp Müşteriler
13899,16,2,388.52,4,2,2,8,422,Yeni Müşteriler
13900,183,3,740.95,1,3,3,7,133,Risk Altındakiler
13901,72,5,2807.2,2,4,5,11,245,Risk Altındakiler
13904,37,2,332.64,3,2,2,7,322,Potansiyel Sadıklar
13908,79,4,2334.5,2,4,5,11,245,Risk Altındakiler
13911,57,9,2504.11,3,5,5,13,355,Sadık Müşteriler
13914,11,2,626.45,5,2,3,10,523,Yeni Müşteriler
13917,49,2,272.04,3,2,2,7,322,Potansiyel Sadıklar
13918,49,2,1024.44,3,2,4,9,324,Potansiyel Sadıklar
13919,59,2,376.71,3,2,2,7,322,Potansiyel Sadıklar
13922,351,1,172.25,1,1,1,3,111,Kayıp Müşteriler
13923,53,1,351.13,3,1,2,6,312,Pasif Müşteriler
13924,1,6,1834.85,5,5,4,14,554,Şampiyonlar
13925,92,4,668.25,2,4,3,9,243,Risk Altındakiler
13926,23,1,198.85,4,1,1,6,411,Yeni Müşteriler
13927,74,1,348.99,2,1,2,5,212,Pasif Müşteriler
13928,10,4,464.57,5,4,3,12,543,Sadık Müşteriler
13929,169,2,842.65,2,2,3,7,223,Pasif Müşteriler
13930,57,2,337.34,3,2,2,7,322,Potansiyel Sadıklar
13931,95,2,1237.53,2,2,4,8,224,Pasif Müşteriler
13932,294,1,307.4,1,1,2,4,112,Kayıp Müşteriler
13933,109,2,608.79,2,2,3,7,223,Pasif Müşteriler
13934,263,1,922.1,1,1,4,6,114,Pasif Müşteriler
13936,179,1,376.58,2,1,2,5,212,Pasif Müşteriler
13937,169,1,158.85,2,1,1,4,211,Pasif Müşteriler
13938,35,1,71.66,3,1,1,5,311,Pasif Müşteriler
13939,23,3,568.55,4,3,3,10,433,Sadık Müşteriler
13940,17,4,839.14,4,4,3,11,443,Sadık Müşteriler
13941,21,5,4831.28,4,4,5,13,445,Şampiyonlar
13946,79,3,546.45,2,3,3,8,233,Risk Altındakiler
13947,65,1,90.6,3,1,1,5,311,Pasif Müşteriler
13948,360,1,102.0,1,1,1,3,111,Kayıp Müşteriler
13949,2,6,2427.32,5,5,5,15,555,Şampiyonlar
13950,11,4,733.01,5,4,3,12,543,Sadık Müşteriler
13951,176,3,674.45,2,3,3,8,233,Risk Altındakiler
13952,217,2,3247.07,1,2,5,8,125,Pasif Müşteriler
13953,7,7,1315.68,5,5,4,14,554,Şampiyonlar
13954,1,2,429.92,5,3,2,10,532,Potansiyel Sadıklar
13955,154,2,322.96,2,3,2,7,232,Pasif Müşteriler
13956,5,5,958.47,5,4,4,13,544,Şampiyonlar
13959,79,3,583.44,2,3,3,8,233,Risk Altındakiler
13960,21,2,230.22,4,3,1,8,431,Pasif Müşteriler
13962,21,2,162.55,4,3,1,8,431,Pasif Müşteriler
13963,308,4,664.54,1,4,3,8,143,Risk Altındakiler
13967,145,1,80.7,2,1,1,4,211,Pasif Müşteriler
13969,7,18,8741.22,5,5,5,15,555,Şampiyonlar
13971,18,8,2758.26,4,5,5,14,455,Şampiyonlar
13972,70,2,190.25,3,3,1,7,331,Pasif Müşteriler
13973,287,1,264.7,1,1,2,4,112,Kayıp Müşteriler
13974,49,1,413.59,3,1,2,6,312,Pasif Müşteriler
13975,31,6,2394.16,4,5,5,14,455,Şampiyonlar
13976,206,1,357.98,1,1,2,4,112,Kayıp Müşteriler
13978,14,2,196.79,4,3,1,8,431,Pasif Müşteriler
13979,73,1,869.87,2,1,3,6,213,Pasif Müşteriler
13980,60,1,200.14,3,1,1,5,311,Pasif Müşteriler
13982,39,4,1864.26,3,4,4,11,344,Sadık Müşteriler
13983,29,12,1809.23,4,5,4,13,454,Şampiyonlar
13984,26,5,615.23,4,4,3,11,443,Sadık Müşteriler
13985,4,15,7058.13,5,5,5,15,555,Şampiyonlar
13986,17,1,263.34,4,1,2,7,412,Yeni Müşteriler
13988,19,6,4095.91,4,5,5,14,455,Şampiyonlar
13989,65,2,1215.92,3,3,4,10,334,Sadık Müşteriler
13990,213,1,311.3,1,1,2,4,112,Kayıp Müşteriler
13991,12,6,846.09,5,5,3,13,553,Sadık Müşteriler
13992,30,1,76.8,4,1,1,6,411,Yeni Müşteriler
13993,42,9,3382.31,3,5,5,13,355,Sadık Müşteriler
13994,3,6,2249.49,5,5,5,15,555,Şampiyonlar
13995,15,5,1393.69,4,4,4,12,444,Şampiyonlar
13999,10,12,3901.81,5,5,5,15,555,Şampiyonlar
14000,211,1,613.1,1,1,3,5,113,Pasif Müşteriler
14001,45,3,2043.08,3,3,5,11,335,Sadık Müşteriler
14002,134,2,527.73,2,3,3,8,233,Risk Altındakiler
14004,43,7,4582.64,3,5,5,13,355,Sadık Müşteriler
14005,9,5,2824.32,5,4,5,14,545,Şampiyonlar
14006,115,3,961.19,2,3,4,9,234,Risk Altındakiler
14009,198,2,695.61,1,3,3,7,133,Risk Altındakiler
14012,277,1,328.8,1,1,2,4,112,Kayıp Müşteriler
14013,110,3,473.02,2,3,3,8,233,Risk Altındakiler
14014,77,1,505.18,2,1,3,6,213,Pasif Müşteriler
14015,52,1,917.34,3,1,4,8,314,Pasif Müşteriler
14016,161,4,4256.11,2,4,5,11,245,Risk Altındakiler
14019,46,3,1412.97,3,3,4,10,334,Sadık Müşteriler
14020,16,2,642.8,4,3,3,10,433,Sadık Müşteriler
14021,155,3,631.9,2,3,3,8,233,Risk Altındakiler
14022,225,1,440.0,1,1,2,4,112,Kayıp Müşteriler
14023,7,2,584.07,5,3,3,11,533,Sadık Müşteriler
14024,121,2,327.7,2,3,2,7,232,Pasif Müşteriler
14027,60,1,104.82,3,1,1,5,311,Pasif Müşteriler
14029,63,2,467.66,3,3,3,9,333,Sadık Müşteriler
14030,18,8,1925.74,4,5,4,13,454,Şampiyonlar
14031,7,19,15674.78,5,5,5,15,555,Şampiyonlar
14032,2,11,2975.59,5,5,5,15,555,Şampiyonlar
14034,22,3,618.81,4,3,3,10,433,Sadık Müşteriler
14035,28,5,1419.27,4,4,4,12,444,Şampiyonlar
14036,284,1,626.65,1,1,3,5,113,Pasif Müşteriler
14037,176,2,147.2,2,3,1,6,231,Pasif Müşteriler
14038,78,3,1560.38,2,3,4,9,234,Risk Altındakiler
14039,33,1,152.2,3,1,1,5,311,Pasif Müşteriler
14040,40,12,3492.07,3,5,5,13,355,Sadık Müşteriler
14041,266,1,141.41,1,1,1,3,111,Kayıp Müşteriler
14044,26,4,611.42,4,4,3,11,443,Sadık Müşteriler
14045,109,4,1594.8,2,4,4,10,244,Risk Altındakiler
14046,284,1,154.99,1,1,1,3,111,Kayıp Müşteriler
14047,8,5,1308.61,5,4,4,13,544,Şampiyonlar
14048,305,1,404.88,1,1,2,4,112,Kayıp Müşteriler
14049,16,4,5480.97,4,4,5,13,445,Şampiyonlar
14050,31,2,746.36,4,3,3,10,433,Sadık Müşteriler
14051,0,23,15574.94,5,5,5,15,555,Şampiyonlar
14052,19,1,225.36,4,1,1,6,411,Yeni Müşteriler
14053,124,2,247.75,2,3,2,7,232,Pasif Müşteriler
14054,65,1,92.46,3,1,1,5,311,Pasif Müşteriler
14055,106,1,725.64,2,1,3,6,213,Pasif Müşteriler
14056,1,23,8043.75,5,5,5,15,555,Şampiyonlar
14057,23,17,6039.82,4,5,5,14,455,Şampiyonlar
14059,266,1,183.6,1,1,1,3,111,Kayıp Müşteriler
14060,4,19,6099.62,5,5,5,15,555,Şampiyonlar
14062,9,12,10264.45,5,5,5,15,555,Şampiyonlar
14064,29,5,1036.17,4,4,4,12,444,Şampiyonlar
14066,266,1,152.55,1,1,1,3,111,Kayıp Müşteriler
14067,63,2,370.7,3,3,2,8,332,Potansiyel Sadıklar
14068,320,1,250.45,1,1,2,4,112,Kayıp Müşteriler
14071,3,8,1431.25,5,5,4,14,554,Şampiyonlar
14073,32,1,151.04,4,1,1,6,411,Yeni Müşteriler
14075,4,3,942.26,5,3,4,12,534,Sadık Müşteriler
14076,129,1,112.92,2,1,1,4,211,Pasif Müşteriler
14077,40,5,499.42,3,4,3,10,343,Sadık Müşteriler
14078,101,6,1049.37,2,5,4,11,254,Risk Altındakiler
14079,124,1,373.1,2,1,2,5,212,Pasif Müşteriler
14080,32,1,45.6,4,1,1,6,411,Yeni Müşteriler
14081,302,2,897.27,1,3,4,8,134,Risk Altındakiler
14082,364,1,176.4,1,1,1,3,111,Kayıp Müşteriler
14083,4,9,1000.9,5,5,4,14,554,Şampiyonlar
14085,2,18,4392.03,5,5,5,15,555,Şampiyonlar
14087,2,1,173.8,5,1,1,7,511,Yeni Müşteriler
14088,10,13,49832.06,5,5,5,15,555,Şampiyonlar
14089,56,1,158.75,3,1,1,5,311,Pasif Müşteriler
14090,324,1,76.32,1,1,1,3,111,Kayıp Müşteriler
14092,7,14,4076.91,5,5,5,15,555,Şampiyonlar
14093,12,1,424.45,5,1,2,8,512,Yeni Müşteriler
14096,4,17,52429.94,5,5,5,15,555,Şampiyonlar
14098,36,1,147.35,3,1,1,5,311,Pasif Müşteriler
14099,16,11,3102.17,4,5,5,14,455,Şampiyonlar
14100,137,1,190.05,2,1,1,4,211,Pasif Müşteriler
14101,73,6,4474.79,2,5,5,12,255,Risk Altındakiler
14102,5,5,1058.48,5,4,4,13,544,Şampiyonlar
14104,154,2,137.16,2,3,1,6,231,Pasif Müşteriler
14105,239,1,1266.23,1,1,4,6,114,Pasif Müşteriler
14107,51,7,2703.23,3,5,5,13,355,Sadık Müşteriler
14108,30,2,596.21,4,3,3,10,433,Sadık Müşteriler
14109,72,1,144.2,2,1,1,4,211,Pasif Müşteriler
14110,3,12,5683.15,5,5,5,15,555,Şampiyonlar
14111,14,4,679.6,4,4,3,11,443,Sadık Müşteriler
14112,22,7,2915.15,4,5,5,14,455,Şampiyonlar
14113,3,4,1840.42,5,4,4,13,544,Şampiyonlar
14114,273,2,374.53,1,3,2,6,132,Pasif Müşteriler
14116,19,5,1382.74,4,4,4,12,444,Şampiyonlar
14117,143,1,90.0,2,1,1,4,211,Pasif Müşteriler
14121,3,4,2758.35,5,4,5,14,545,Şampiyonlar
14124,84,1,157.68,2,1,1,4,211,Pasif Müşteriler
14125,10,3,2706.58,5,3,5,13,535,Sadık Müşteriler
14126,7,3,528.0,5,3,3,11,533,Sadık Müşteriler
14127,122,3,709.71,2,3,3,8,233,Risk Altındakiler
14128,60,2,637.5,3,3,3,9,333,Sadık Müşteriler
14129,1,5,1123.86,5,4,4,13,544,Şampiyonlar
14130,319,1,480.91,1,1,3,5,113,Pasif Müşteriler
14132,2,11,3586.03,5,5,5,15,555,Şampiyonlar
14133,129,3,584.64,2,3,3,8,233,Risk Altındakiler
14135,1,15,4547.91,5,5,5,15,555,Şampiyonlar
14138,1,2,965.88,5,3,4,12,534,Sadık Müşteriler
14139,46,1,415.82,3,1,2,6,312,Pasif Müşteriler
14140,3,2,935.05,5,3,4,12,534,Sadık Müşteriler
14141,2,4,915.13,5,4,4,13,544,Şampiyonlar
14142,373,1,311.81,1,1,2,4,112,Kayıp Müşteriler
14143,133,1,115.8,2,1,1,4,211,Pasif Müşteriler
14145,46,4,3742.2,3,4,5,12,345,Sadık Müşteriler
14146,8,5,4179.0,5,4,5,14,545,Şampiyonlar
14147,78,2,483.4,2,3,3,8,233,Risk Altındakiler
14148,233,1,157.2,1,1,1,3,111,Kayıp Müşteriler
14149,220,1,446.62,1,1,2,4,112,Kayıp Müşteriler
14150,35,2,658.64,3,3,3,9,333,Sadık Müşteriler
14152,75,2,621.29,2,3,3,8,233,Risk Altındakiler
14154,239,2,1165.57,1,3,4,8,134,Risk Altındakiler
14155,266,1,118.75,1,1,1,3,111,Kayıp Müşteriler
14156,9,55,98120.14,5,5,5,15,555,Şampiyonlar
14157,19,2,421.64,4,3,2,9,432,Potansiyel Sadıklar
14158,40,1,507.66,3,1,3,7,313,Pasif Müşteriler
14159,19,11,4506.73,4,5,5,14,455,Şampiyonlar
14161,215,3,1077.04,1,3,4,8,134,Risk Altındakiler
14162,173,2,289.36,2,3,2,7,232,Pasif Müşteriler
14163,87,4,2373.91,2,4,5,11,245,Risk Altındakiler
14164,70,2,1488.57,3,3,4,10,334,Sadık Müşteriler
14165,275,1,117.89,1,1,1,3,111,Kayıp Müşteriler
14167,39,4,541.34,3,4,3,10,343,Sadık Müşteriler
14171,98,1,362.13,2,1,2,5,212,Pasif Müşteriler
14173,10,4,448.84,5,4,2,11,542,Potansiyel Sadıklar
14174,33,1,134.46,3,1,1,5,311,Pasif Müşteriler
14175,59,3,3204.3,3,3,5,11,335,Sadık Müşteriler
14176,297,4,576.9,1,4,3,8,143,Risk Altındakiler
14177,86,4,549.46,2,4,3,9,243,Risk Altındakiler
14178,8,7,1585.33,5,5,4,14,554,Şampiyonlar
14179,40,2,624.02,3,3,3,9,333,Sadık Müşteriler
14180,10,25,4529.47,5,5,5,15,555,Şampiyonlar
14184,66,1,452.89,3,1,2,6,312,Pasif Müşteriler
14185,331,1,47.6,1,1,1,3,111,Kayıp Müşteriler
14188,30,6,2054.36,4,5,5,14,455,Şampiyonlar
14189,2,15,4651.2,5,5,5,15,555,Şampiyonlar
14191,1,13,4684.76,5,5,5,15,555,Şampiyonlar
14193,67,2,853.39,3,3,3,9,333,Sadık Müşteriler
14194,4,21,11321.12,5,5,5,15,555,Şampiyonlar
14195,201,2,597.2,1,3,3,7,133,Risk Altındakiler
14196,106,1,335.52,2,1,2,5,212,Pasif Müşteriler
14198,18,4,696.4,4,4,3,11,443,Sadık Müşteriler
14199,218,1,185.4,1,1,1,3,111,Kayıp Müşteriler
14201,60,7,747.44,3,5,3,11,353,Sadık Müşteriler
14204,2,1,142.27,5,1,1,7,511,Yeni Müşteriler
14205,16,2,466.7,4,3,3,10,433,Sadık Müşteriler
14206,239,1,328.16,1,1,2,4,112,Kayıp Müşteriler
14208,94,1,151.74,2,1,1,4,211,Pasif Müşteriler
14209,10,6,2063.43,5,5,5,15,555,Şampiyonlar
14210,105,6,1905.84,2,5,4,11,254,Risk Altındakiler
14211,53,9,2241.1,3,5,5,13,355,Sadık Müşteriler
14212,89,1,938.0,2,1,4,7,214,Pasif Müşteriler
14214,30,5,1000.38,4,4,4,12,444,Şampiyonlar
14215,11,6,1789.72,5,5,4,14,554,Şampiyonlar
14216,3,4,1829.2,5,4,4,13,544,Şampiyonlar
14217,1,17,1998.98,5,5,5,15,555,Şampiyonlar
14218,42,1,169.48,3,1,1,5,311,Pasif Müşteriler
14219,4,1,89.94,5,1,1,7,511,Yeni Müşteriler
14220,247,2,632.4,1,3,3,7,133,Risk Altındakiler
14221,42,9,3414.1,3,5,5,13,355,Sadık Müşteriler
14222,177,1,683.17,2,1,3,6,213,Pasif Müşteriler
14223,92,3,991.13,2,3,4,9,234,Risk Altındakiler
14224,110,4,988.38,2,4,4,10,244,Risk Altındakiler
14226,28,5,2127.23,4,4,5,13,445,Şampiyonlar
14227,26,10,3350.96,4,5,5,14,455,Şampiyonlar
14229,51,3,1547.2,3,3,4,10,334,Sadık Müşteriler
14231,183,3,875.71,1,3,3,7,133,Risk Altındakiler
14232,42,5,2048.07,3,4,5,12,345,Sadık Müşteriler
14233,49,4,1404.72,3,4,4,11,344,Sadık Müşteriler
14234,22,4,740.89,4,4,3,11,443,Sadık Müşteriler
14235,75,5,3144.86,2,4,5,11,245,Risk Altındakiler
14236,80,2,490.86,2,3,3,8,233,Risk Altındakiler
14237,373,1,157.0,1,1,1,3,111,Kayıp Müşteriler
14238,326,1,146.85,1,1,1,3,111,Kayıp Müşteriler
14239,43,11,2376.85,3,5,5,13,355,Sadık Müşteriler
14240,30,2,890.34,4,3,3,10,433,Sadık Müşteriler
14241,183,1,213.7,1,1,1,3,111,Kayıp Müşteriler
14242,234,2,280.55,1,3,2,6,132,Pasif Müşteriler
14243,8,10,2588.77,5,5,5,15,555,Şampiyonlar
14245,219,2,1693.45,1,3,4,8,134,Risk Altındakiler
14246,110,3,1474.06,2,3,4,9,234,Risk Altındakiler
14247,278,1,131.82,1,1,1,3,111,Kayıp Müşteriler
14248,318,1,302.58,1,1,2,4,112,Kayıp Müşteriler
14250,7,3,1904.05,5,3,4,12,534,Sadık Müşteriler
14251,1,5,2879.7,5,4,5,14,545,Şampiyonlar
14256,260,2,969.06,1,3,4,8,134,Risk Altındakiler
14257,64,5,2953.92,3,4,5,12,345,Sadık Müşteriler
14258,9,9,11806.22,5,5,5,15,555,Şampiyonlar
14259,141,1,120.0,2,1,1,4,211,Pasif Müşteriler
14261,50,2,1163.45,3,3,4,10,334,Sadık Müşteriler
14262,8,8,2618.23,5,5,5,15,555,Şampiyonlar
14264,154,2,333.97,2,3,2,7,232,Pasif Müşteriler
14265,109,2,526.18,2,3,3,8,233,Risk Altındakiler
14267,162,3,1516.24,2,3,4,9,234,Risk Altındakiler
14270,331,1,492.65,1,1,3,5,113,Pasif Müşteriler
14271,225,1,112.32,1,1,1,3,111,Kayıp Müşteriler
14272,73,2,437.96,2,3,2,7,232,Pasif Müşteriler
14273,51,4,559.97,3,4,3,10,343,Sadık Müşteriler
14276,98,3,1119.74,2,3,4,9,234,Risk Altındakiler
14277,15,3,4124.1,4,3,5,12,435,Sadık Müşteriler
14280,196,1,134.04,1,1,1,3,111,Kayıp Müşteriler
14282,3,15,3701.44,5,5,5,15,555,Şampiyonlar
14284,30,2,595.25,4,3,3,10,433,Sadık Müşteriler
14285,21,4,1908.01,4,4,4,12,444,Şampiyonlar
14286,23,3,4628.75,4,3,5,12,435,Sadık Müşteriler
14287,8,3,173.75,5,3,1,9,531,Umut Vaad Edenler
14288,213,1,426.6,1,1,2,4,112,Kayıp Müşteriler
14289,8,6,911.26,5,5,4,14,554,Şampiyonlar
14290,11,5,2289.65,5,4,5,14,545,Şampiyonlar
14291,1,11,3881.25,5,5,5,15,555,Şampiyonlar
14292,7,9,4867.93,5,5,5,15,555,Şampiyonlar
14293,3,4,1046.56,5,4,4,13,544,Şampiyonlar
14295,40,1,166.2,3,1,1,5,311,Pasif Müşteriler
14297,17,4,1305.33,4,4,4,12,444,Şampiyonlar
14298,8,44,49549.63,5,5,5,15,555,Şampiyonlar
14299,8,9,3902.14,5,5,5,15,555,Şampiyonlar
14300,18,1,43.2,4,1,1,6,411,Yeni Müşteriler
14301,117,1,618.54,2,1,3,6,213,Pasif Müşteriler
14304,222,1,382.45,1,1,2,4,112,Kayıp Müşteriler
14305,71,3,1858.91,3,3,4,10,334,Sadık Müşteriler
14306,51,2,2056.04,3,3,5,11,335,Sadık Müşteriler
14307,88,6,2989.72,2,5,5,12,255,Risk Altındakiler
14309,8,9,2300.69,5,5,5,15,555,Şampiyonlar
14311,242,1,310.26,1,1,2,4,112,Kayıp Müşteriler
14312,46,6,1601.59,3,5,4,12,354,Sadık Müşteriler
14314,106,1,120.0,2,1,1,4,211,Pasif Müşteriler
14315,44,6,2454.13,3,5,5,13,355,Sadık Müşteriler
14317,64,1,508.58,3,1,3,7,313,Pasif Müşteriler
14320,206,2,477.79,1,3,3,7,133,Risk Altındakiler
14321,10,5,1530.75,5,4,4,13,544,Şampiyonlar
14323,114,2,605.06,2,3,3,8,233,Risk Altındakiler
14326,242,1,183.85,1,1,1,3,111,Kayıp Müşteriler
14327,163,1,311.65,2,1,2,5,212,Pasif Müşteriler
14329,17,7,4919.96,4,5,5,14,455,Şampiyonlar
14331,124,2,462.66,2,3,2,7,232,Pasif Müşteriler
14332,22,3,828.41,4,3,3,10,433,Sadık Müşteriler
14333,67,1,415.2,3,1,2,6,312,Pasif Müşteriler
14334,16,8,2552.21,4,5,5,14,455,Şampiyonlar
14335,16,2,451.11,4,3,2,9,432,Potansiyel Sadıklar
14336,16,4,1614.91,4,4,4,12,444,Şampiyonlar
14338,161,2,588.22,2,3,3,8,233,Risk Altındakiler
14339,242,1,309.52,1,1,2,4,112,Kayıp Müşteriler
14340,218,1,134.7,1,1,1,3,111,Kayıp Müşteriler
14341,45,8,2162.82,3,5,5,13,355,Sadık Müşteriler
14342,21,4,668.56,4,4,3,11,443,Sadık Müşteriler
14344,127,8,859.03,2,5,3,10,253,Risk Altındakiler
14345,38,1,108.98,3,1,1,5,311,Pasif Müşteriler
14346,120,2,951.53,2,3,4,9,234,Risk Altındakiler
14348,260,1,409.57,1,1,2,4,112,Kayıp Müşteriler
14349,10,1,133.5,5,1,1,7,511,Yeni Müşteriler
14350,274,1,282.93,1,1,2,4,112,Kayıp Müşteriler
14351,164,1,51.0,2,1,1,4,211,Pasif Müşteriler
14352,157,4,1006.16,2,4,4,10,244,Risk Altındakiler
14353,215,1,90.6,1,1,1,3,111,Kayıp Müşteriler
14354,5,2,163.62,5,3,1,9,531,Umut Vaad Edenler
14355,365,1,174.4,1,1,1,3,111,Kayıp Müşteriler
14356,79,2,701.23,2,3,3,8,233,Risk Altındakiler
14357,43,1,223.56,3,1,1,5,311,Pasif Müşteriler
14359,19,3,910.18,4,3,4,11,434,Sadık Müşteriler
14360,31,4,2104.33,4,4,5,13,445,Şampiyonlar
14362,22,1,151.5,4,1,1,6,411,Yeni Müşteriler
14364,108,8,3717.35,2,5,5,12,255,Risk Altındakiler
14367,8,16,9208.02,5,5,5,15,555,Şampiyonlar
14368,319,1,155.0,1,1,1,3,111,Kayıp Müşteriler
14371,295,1,100.5,1,1,1,3,111,Kayıp Müşteriler
14373,358,1,66.55,1,1,1,3,111,Kayıp Müşteriler
14375,185,1,205.53,1,1,1,3,111,Kayıp Müşteriler
14377,191,2,591.05,1,3,3,7,133,Risk Altındakiler
14379,44,2,342.65,3,3,2,8,332,Potansiyel Sadıklar
14381,52,1,202.68,3,1,1,5,311,Pasif Müşteriler
14382,26,1,593.87,4,1,3,8,413,Yeni Müşteriler
14383,38,3,1247.69,3,3,4,10,334,Sadık Müşteriler
14385,9,3,202.11,5,3,1,9,531,Umut Vaad Edenler
14386,296,1,142.4,1,1,1,3,111,Kayıp Müşteriler
14387,32,3,1695.8,4,3,4,11,434,Sadık Müşteriler
14388,10,8,3212.84,5,5,5,15,555,Şampiyonlar
14389,65,2,1043.46,3,3,4,10,334,Sadık Müşteriler
14390,10,9,4598.42,5,5,5,15,555,Şampiyonlar
14393,218,1,67.95,1,1,1,3,111,Kayıp Müşteriler
14395,2,9,3397.55,5,5,5,15,555,Şampiyonlar
14396,65,2,487.99,3,3,3,9,333,Sadık Müşteriler
14397,2,19,2595.68,5,5,5,15,555,Şampiyonlar
14400,149,1,574.7,2,1,3,6,213,Pasif Müşteriler
14401,4,13,4042.12,5,5,5,15,555,Şampiyonlar
14403,130,4,1475.81,2,4,4,10,244,Risk Altındakiler
14404,33,6,1444.82,3,5,4,12,354,Sadık Müşteriler
14406,119,1,156.75,2,1,1,4,211,Pasif Müşteriler
14407,107,6,2112.88,2,5,5,12,255,Risk Altındakiler
14408,10,7,2534.53,5,5,5,15,555,Şampiyonlar
14409,71,6,2018.05,3,5,5,13,355,Sadık Müşteriler
14410,92,9,1085.17,2,5,4,11,254,Risk Altındakiler
14411,310,1,1063.0,1,1,4,6,114,Pasif Müşteriler
14412,42,2,770.03,3,3,3,9,333,Sadık Müşteriler
14413,362,1,121.05,1,1,1,3,111,Kayıp Müşteriler
14414,91,7,1476.1,2,5,4,11,254,Risk Altındakiler
14415,1,13,5780.28,5,5,5,15,555,Şampiyonlar
14416,22,2,490.22,4,3,3,10,433,Sadık Müşteriler
14418,3,3,1908.44,5,3,4,12,534,Sadık Müşteriler
14419,10,6,1040.14,5,5,4,14,554,Şampiyonlar
14420,99,1,387.52,2,1,2,5,212,Pasif Müşteriler
14421,57,2,813.11,3,3,3,9,333,Sadık Müşteriler
14422,0,6,4263.64,5,5,5,15,555,Şampiyonlar
14423,218,1,265.2,1,1,2,4,112,Kayıp Müşteriler
14424,17,1,322.08,4,1,2,7,412,Yeni Müşteriler
14426,23,10,4477.67,4,5,5,14,455,Şampiyonlar
14427,50,2,363.34,3,3,2,8,332,Potansiyel Sadıklar
14428,7,5,1197.16,5,4,4,13,544,Şampiyonlar
14431,302,1,470.36,1,1,3,5,113,Pasif Müşteriler
